Molecule|Datafile|Disp2 (CCD)|Disp20|Disp21|Disp22 (S) (CCD)|Disp22 (SDQ)|Disp22 (T)|Disp22 (T) (CCD)|Dispersion|Electrostatics|Elst10,r|Elst12,r|Est. Disp22 (T)|Exch-Disp20|Exch-Ind20,r|Exch-Ind22|Exch10|Exch10(S^2)|Exch11(S^2)|Exch12(S^2)|Exchange|Ind20,r|Induction|InteractionEnergy|delta HF,r (2)|delta MP2,r (2)
water#water|0000|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.360|-31.587|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|28.570|N/A|-9.105|-21.482|N/A|N/A
water#water|0006|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.403|-5.220|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.212|N/A|-0.771636|-6.182|N/A|N/A
water#water|0008|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.901|-9.093|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|3.496|N/A|-1.010|-9.508|N/A|N/A
water#water|0011|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.231|-6.490|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.245|N/A|-0.879619|-5.356|N/A|N/A
water#water|0012|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.689|-4.411|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.578|N/A|-0.60709|-3.130|N/A|N/A
water#water|0016|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.890|-18.364|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|9.110|N/A|-3.520|-17.664|N/A|N/A
water#water|0017|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.909|-15.595|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.068|N/A|-2.567|-16.003|N/A|N/A
water#water|0018|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.394|-14.141|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.682|N/A|-2.111|-14.964|N/A|N/A
water#water|0019|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.196|-13.578|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.190|N/A|-1.944|-14.529|N/A|N/A
water#water|0020|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.261|-13.762|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.348|N/A|-1.998|-14.673|N/A|N/A
water#water|0021|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.605|-14.739|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.233|N/A|-2.294|-15.406|N/A|N/A
water#water|0022|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.326|-16.772|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.300|N/A|-2.959|-16.758|N/A|N/A
water#water|0023|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.647|-20.511|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|11.790|N/A|-4.326|-18.693|N/A|N/A
water#water|0024|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.046|-27.466|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|21.998|N/A|-7.244|-20.758|N/A|N/A
water#water|0200|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.310|5.295|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.884525|N/A|-0.21845|4.651|N/A|N/A
water#water|0201|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.168031|-2.447|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00531679|N/A|-0.0495831|-2.659|N/A|N/A
water#water|0202|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.138288|1.275|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0023451|N/A|-0.0390784|1.100|N/A|N/A
water#water|0203|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0965871|-1.577|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00142355|N/A|-0.0250321|-1.698|N/A|N/A
water#water|0204|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.140192|0.0550796|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00564485|N/A|-0.0303343|-0.109802|N/A|N/A
water#water|0205|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0711469|-0.35398|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000193657|N/A|-0.0140947|-0.439028|N/A|N/A
water#water|0206|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0415875|-0.981474|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.4581e-05|N/A|-0.0102126|-1.033|N/A|N/A
water#water|0208|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0279638|0.557142|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.04096e-06|N/A|-0.0082626|0.52092|N/A|N/A
water#water|0209|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0679403|0.530335|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000636474|N/A|-0.0113857|0.451646|N/A|N/A
water#water|0211|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.19431|2.913|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00623572|N/A|-0.0695081|2.656|N/A|N/A
water#water|0212|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.546029|-0.800523|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.138237|N/A|-0.0633046|-1.272|N/A|N/A
water#water|0213|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.276808|0.153979|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0312285|N/A|-0.0478363|-0.139438|N/A|N/A
water#water|0214|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.103842|-1.018|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00156509|N/A|-0.0270039|-1.147|N/A|N/A
water#water|0215|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.14394|-0.948324|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00389335|N/A|-0.0280494|-1.116|N/A|N/A
water#water|0216|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.201794|1.273|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00785122|N/A|-0.0469647|1.033|N/A|N/A
water#water|0217|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.109239|0.26588|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00235148|N/A|-0.0209963|0.137997|N/A|N/A
water#water|0218|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0482391|-0.821416|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000104757|N/A|-0.00787498|-0.877425|N/A|N/A
water#water|0219|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0409424|0.0568558|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.4246e-05|N/A|-0.00573519|0.0102425|N/A|N/A
water#water|0220|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0596671|-0.0719611|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000389834|N/A|-0.00892536|-0.140164|N/A|N/A
water#water|0222|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.762458|-1.231|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.239046|N/A|-0.138741|-1.893|N/A|N/A
water#water|0223|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.273806|1.262|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0186564|N/A|-0.0636959|0.942807|N/A|N/A
water#water|0224|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.149107|-0.469017|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00478505|N/A|-0.0388425|-0.652181|N/A|N/A
water#water|0225|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.203871|0.23157|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0140033|N/A|-0.046522|-0.00482015|N/A|N/A
water#water|0226|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0769157|-0.554377|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000758061|N/A|-0.0166323|-0.647166|N/A|N/A
water#water|0227|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.115028|-1.720|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.001887|N/A|-0.02362|-1.857|N/A|N/A
water#water|0228|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0611564|0.437079|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000381091|N/A|-0.0108937|0.36541|N/A|N/A
water#water|0229|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0810656|0.960938|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00102421|N/A|-0.0112419|0.869654|N/A|N/A
water#water|0231|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0305698|0.444218|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.00557e-05|N/A|-0.00401134|0.409647|N/A|N/A
water#water|0233|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.238277|1.367|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0125627|N/A|-0.0633739|1.078|N/A|N/A
water#water|0234|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.520666|2.814|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.126006|N/A|-0.0647155|2.355|N/A|N/A
water#water|0235|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.149297|-1.346|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00538881|N/A|-0.0285334|-1.518|N/A|N/A
water#water|0236|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0979674|-1.434|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00101604|N/A|-0.0310563|-1.562|N/A|N/A
water#water|0237|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0800276|0.59552|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000491441|N/A|-0.0162117|0.499772|N/A|N/A
water#water|0238|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.113773|0.846696|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00219258|N/A|-0.0208288|0.714287|N/A|N/A
water#water|0239|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.102598|-0.147222|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00179954|N/A|-0.017981|-0.266001|N/A|N/A
water#water|0240|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0615787|-0.8702|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000316845|N/A|-0.00907541|-0.940537|N/A|N/A
water#water|0242|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0444028|-0.321818|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000111347|N/A|-0.0075382|-0.373648|N/A|N/A
water#water|0244|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.228762|1.590|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0112403|N/A|-0.0681261|1.305|N/A|N/A
water#water|0245|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.198661|1.324|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0117581|N/A|-0.055658|1.081|N/A|N/A
water#water|0246|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.185027|0.276376|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0107268|N/A|-0.0266876|0.0753877|N/A|N/A
water#water|0247|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.119953|-0.599419|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00209982|N/A|-0.0289727|-0.746245|N/A|N/A
water#water|0248|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0810211|0.244529|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000383691|N/A|-0.0174562|0.146435|N/A|N/A
water#water|0249|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0782357|-0.0840593|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000483092|N/A|-0.0163858|-0.178198|N/A|N/A
water#water|0250|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0596875|-0.72431|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000379253|N/A|-0.010131|-0.793749|N/A|N/A
water#water|0251|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0480723|-0.313868|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000112686|N/A|-0.00743009|-0.369258|N/A|N/A
water#water|0253|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0402502|0.24611|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.02584e-05|N/A|-0.007717|0.198213|N/A|N/A
water#water|0255|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.347895|-1.921|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0437288|N/A|-0.0878083|-2.313|N/A|N/A
water#water|0256|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.287574|1.091|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0265664|N/A|-0.0707037|0.759585|N/A|N/A
water#water|0257|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.262124|-0.169022|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0246554|N/A|-0.0341284|-0.440619|N/A|N/A
water#water|0258|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.136929|-1.731|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000841866|N/A|-0.0221943|-1.889|N/A|N/A
water#water|0259|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0747707|-1.769|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000343757|N/A|-0.0258715|-1.869|N/A|N/A
water#water|0260|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.160757|-1.731|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00475263|N/A|-0.025532|-1.912|N/A|N/A
water#water|0261|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0612644|-0.531249|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000224139|N/A|-0.0109933|-0.603283|N/A|N/A
water#water|0262|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0668257|-1.198|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000190716|N/A|-0.014829|-1.279|N/A|N/A
water#water|0266|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.35887|-1.926|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0488887|N/A|-0.0772035|-2.313|N/A|N/A
water#water|0267|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.279931|1.597|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0217135|N/A|-0.0613228|1.277|N/A|N/A
water#water|0268|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.231902|0.959491|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0128259|N/A|-0.0520334|0.688382|N/A|N/A
water#water|0269|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.200649|0.655826|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0057321|N/A|-0.0353044|0.425605|N/A|N/A
water#water|0270|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.110816|0.0924872|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00114711|N/A|-0.0171216|-0.0343037|N/A|N/A
water#water|0271|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.200154|-0.681374|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0142765|N/A|-0.0257666|-0.893017|N/A|N/A
water#water|0272|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0744264|-0.0738189|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00048002|N/A|-0.0126055|-0.160371|N/A|N/A
water#water|0273|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0497553|0.62752|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000105466|N/A|-0.0122944|0.565576|N/A|N/A
water#water|0274|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0308716|0.400598|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|9.03172e-06|N/A|-0.00765302|0.362082|N/A|N/A
water#water|0275|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0323548|-0.898787|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.1151e-06|N/A|-0.00415958|-0.935294|N/A|N/A
water#water|0277|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.764866|-0.554695|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.320061|N/A|-0.0941552|-1.094|N/A|N/A
water#water|0278|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.376126|-2.488|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0548861|N/A|-0.0565596|-2.866|N/A|N/A
water#water|0279|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.333094|-2.553|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0401159|N/A|-0.0490962|-2.895|N/A|N/A
water#water|0280|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.173712|-0.352443|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00832039|N/A|-0.0348578|-0.552693|N/A|N/A
water#water|0281|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0636766|-1.530|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000257351|N/A|-0.0221528|-1.615|N/A|N/A
water#water|0282|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.162018|-0.32361|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00781569|N/A|-0.023865|-0.501677|N/A|N/A
water#water|0283|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0366583|-1.014|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.81947e-05|N/A|-0.010376|-1.061|N/A|N/A
water#water|0284|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0421759|0.445183|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.22474e-05|N/A|-0.0108911|0.392168|N/A|N/A
water#water|0286|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0307025|0.0348453|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.55955e-05|N/A|-0.00537337|-0.00121492|N/A|N/A
water#water|0288|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.56857|-0.903657|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.127623|N/A|-0.118362|-1.463|N/A|N/A
water#water|0289|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.177057|-1.600|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00515769|N/A|-0.0527664|-1.824|N/A|N/A
water#water|0290|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.623254|3.989|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.20334|N/A|-0.114194|3.454|N/A|N/A
water#water|0291|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.190744|-1.156|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00835594|N/A|-0.0474113|-1.385|N/A|N/A
water#water|0292|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0778981|-1.523|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000426722|N/A|-0.0247174|-1.626|N/A|N/A
water#water|0293|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.105905|0.520825|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00104316|N/A|-0.0195472|0.396416|N/A|N/A
water#water|0295|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0729516|-1.021|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000669765|N/A|-0.0108495|-1.104|N/A|N/A
water#water|0297|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0310406|-0.669366|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.78534e-05|N/A|-0.00483646|-0.705225|N/A|N/A
water#water|0299|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.527337|0.814189|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.125071|N/A|-0.10311|0.308813|N/A|N/A
water#water|0300|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.365631|0.11539|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0466193|N/A|-0.062892|-0.266514|N/A|N/A
water#water|0301|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.197553|-0.167848|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00546556|N/A|-0.0401601|-0.400095|N/A|N/A
water#water|0302|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.102893|0.187278|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00118762|N/A|-0.0237484|0.0618242|N/A|N/A
water#water|0303|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.262362|1.147|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0206643|N/A|-0.0508855|0.854666|N/A|N/A
water#water|0304|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.153221|-1.160|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00589433|N/A|-0.0298305|-1.337|N/A|N/A
water#water|0305|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0659334|-0.431021|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000343468|N/A|-0.0158031|-0.512414|N/A|N/A
water#water|0306|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0321985|0.929489|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.8263e-06|N/A|-0.00970172|0.887596|N/A|N/A
water#water|0307|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0520967|0.91806|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000131721|N/A|-0.0096213|0.856474|N/A|N/A
water#water|0310|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.75488|4.104|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.253128|N/A|-0.130233|3.472|N/A|N/A
water#water|0311|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.232591|-0.72408|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0161844|N/A|-0.0546868|-0.995172|N/A|N/A
water#water|0312|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.234502|0.616689|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0195692|N/A|-0.0428575|0.358898|N/A|N/A
water#water|0313|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.113176|0.818248|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00160289|N/A|-0.0220624|0.684612|N/A|N/A
water#water|0314|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.128709|0.475355|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00262886|N/A|-0.0282639|0.321011|N/A|N/A
water#water|0315|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0697834|0.857755|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000314902|N/A|-0.0186984|0.769588|N/A|N/A
water#water|0316|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.126164|-0.694324|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00373299|N/A|-0.0173848|-0.83414|N/A|N/A
water#water|0319|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0317612|0.534126|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.61993e-05|N/A|-0.00810775|0.494273|N/A|N/A
water#water|0321|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.488188|2.657|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0736531|N/A|-0.0751261|2.167|N/A|N/A
water#water|0322|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.39004|-2.010|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0671513|N/A|-0.0475853|-2.381|N/A|N/A
water#water|0323|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.161834|0.551711|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0071992|N/A|-0.0301929|0.366883|N/A|N/A
water#water|0324|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.183292|-0.0244697|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00919303|N/A|-0.045579|-0.244148|N/A|N/A
water#water|0325|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.281195|1.767|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0349074|N/A|-0.0392087|1.481|N/A|N/A
water#water|0326|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0513969|-1.027|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.58276e-05|N/A|-0.0119679|-1.090|N/A|N/A
