Molecule|Datafile|Disp2 (CCD)|Disp20|Disp21|Disp22 (S) (CCD)|Disp22 (SDQ)|Disp22 (T)|Disp22 (T) (CCD)|Dispersion|Electrostatics|Elst10,r|Elst12,r|Est. Disp22 (T)|Exch-Disp20|Exch-Ind20,r|Exch-Ind22|Exch10|Exch10(S^2)|Exch11(S^2)|Exch12(S^2)|Exchange|Ind20,r|Induction|InteractionEnergy|delta HF,r (2)|delta MP2,r (2)
ethylammonium#bromide|0261|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.631|-328.295|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.233|N/A|-31.035|-356.729|N/A|N/A
ethylammonium#bromide|0262|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.537|-327.358|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.005|N/A|-30.709|-355.599|N/A|N/A
ethylammonium#bromide|0263|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.445|-326.428|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.784|N/A|-30.386|-354.475|N/A|N/A
ethylammonium#bromide|0264|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.354|-325.503|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.569|N/A|-30.068|-353.357|N/A|N/A
ethylammonium#bromide|0265|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.266|-324.585|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.360|N/A|-29.753|-352.244|N/A|N/A
ethylammonium#bromide|0266|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.176|-323.673|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.157|N/A|-29.443|-351.135|N/A|N/A
ethylammonium#bromide|0267|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.090|-322.767|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.960|N/A|-29.136|-350.033|N/A|N/A
ethylammonium#bromide|0268|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.006|-321.867|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.768|N/A|-28.833|-348.937|N/A|N/A
ethylammonium#bromide|0269|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.923|-320.972|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.582|N/A|-28.533|-347.847|N/A|N/A
ethylammonium#bromide|0270|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.842|-320.084|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.401|N/A|-28.238|-346.762|N/A|N/A
ethylammonium#bromide|0271|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.762|-319.2|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.225|N/A|-27.945|-345.683|N/A|N/A
ethylammonium#bromide|0272|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.684|-318.323|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.054|N/A|-27.657|-344.61|N/A|N/A
ethylammonium#bromide|0274|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.531|-316.585|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.726|N/A|-27.090|-342.48|N/A|N/A
ethylammonium#bromide|0275|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.457|-315.724|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.569|N/A|-26.811|-341.423|N/A|N/A
ethylammonium#bromide|0281|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-23.872|-447.104|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|98.077|N/A|-53.330|-426.229|N/A|N/A
ethylammonium#bromide|0282|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-20.985|-432.021|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|79.866|N/A|-49.838|-422.978|N/A|N/A
ethylammonium#bromide|0283|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-18.467|-418.43|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|65.088|N/A|-46.621|-418.43|N/A|N/A
ethylammonium#bromide|0284|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-15.762|-403.174|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|50.458|N/A|-42.952|-411.429|N/A|N/A
ethylammonium#bromide|0285|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-13.902|-392.123|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|41.200|N/A|-40.269|-405.094|N/A|N/A
ethylammonium#bromide|0286|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-12.269|-381.933|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33.669|N/A|-37.785|-398.318|N/A|N/A
ethylammonium#bromide|0287|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.506|-370.219|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|26.193|N/A|-34.932|-389.464|N/A|N/A
ethylammonium#bromide|0288|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.287|-361.547|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|21.448|N/A|-32.831|-382.217|N/A|N/A
ethylammonium#bromide|0289|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.216|-353.411|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|17.578|N/A|-30.872|-374.922|N/A|N/A
ethylammonium#bromide|0290|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.058|-343.896|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|13.723|N/A|-28.606|-365.837|N/A|N/A
ethylammonium#bromide|0291|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.257|-336.744|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|11.268|N/A|-26.924|-358.656|N/A|N/A
ethylammonium#bromide|0292|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.551|-329.953|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|9.260|N/A|-25.347|-351.592|N/A|N/A
ethylammonium#bromide|0293|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.931|-323.488|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.615|N/A|-23.868|-344.671|N/A|N/A
ethylammonium#bromide|0294|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.257|-315.817|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.970|N/A|-22.144|-336.248|N/A|N/A
ethylammonium#bromide|0295|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.790|-309.978|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.918|N/A|-20.856|-329.707|N/A|N/A
ethylammonium#bromide|0296|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.377|-304.381|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.055|N/A|-19.645|-323.348|N/A|N/A
ethylammonium#bromide|0297|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.014|-299.005|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|3.345|N/A|-18.504|-317.178|N/A|N/A
ethylammonium#bromide|0298|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.617|-292.574|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.632|N/A|-17.169|-309.728|N/A|N/A
ethylammonium#bromide|0299|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.342|-287.641|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.174|N/A|-16.170|-303.979|N/A|N/A
ethylammonium#bromide|0300|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.098|-282.885|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.797|N/A|-15.230|-298.414|N/A|N/A
ethylammonium#bromide|0301|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.881|-278.293|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.487|N/A|-14.343|-293.03|N/A|N/A
ethylammonium#bromide|0302|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-24.136|-448.342|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|99.660|N/A|-53.677|-426.495|N/A|N/A
ethylammonium#bromide|0303|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-18.089|-416.255|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|62.871|N/A|-46.144|-417.617|N/A|N/A
ethylammonium#bromide|0304|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.332|-264.391|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.805474|N/A|-11.803|-276.72|N/A|N/A
ethylammonium#bromide|0305|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.201|-260.398|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.667783|N/A|-11.118|-272.049|N/A|N/A
ethylammonium#bromide|0306|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.058|-255.577|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.528655|N/A|-10.319|-266.425|N/A|N/A
ethylammonium#bromide|0307|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.956912|-251.85|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.438767|N/A|-9.723|-262.091|N/A|N/A
ethylammonium#bromide|0308|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.866294|-248.231|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.364323|N/A|-9.163|-257.896|N/A|N/A
ethylammonium#bromide|0309|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.786026|-244.716|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.302654|N/A|-8.638|-253.837|N/A|N/A
ethylammonium#bromide|0311|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.303|-368.751|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|25.338|N/A|-34.593|-388.309|N/A|N/A
ethylammonium#bromide|0314|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.567|-319.39|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.694|N/A|-22.944|-340.206|N/A|N/A
ethylammonium#bromide|0315|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.516|-306.272|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.330|N/A|-20.052|-325.511|N/A|N/A
ethylammonium#bromide|0318|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.709|-274.277|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.252|N/A|-13.584|-288.318|N/A|N/A
ethylammonium#bromide|0337|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-22.432|-436.719|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|89.300|N/A|-61.663|-431.514|N/A|N/A
ethylammonium#bromide|0338|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-16.796|-407.199|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|56.178|N/A|-51.241|-419.057|N/A|N/A
ethylammonium#bromide|0339|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-12.643|-382.904|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|35.499|N/A|-43.092|-403.139|N/A|N/A
ethylammonium#bromide|0340|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.858|-364.457|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|23.699|N/A|-37.246|-387.861|N/A|N/A
ethylammonium#bromide|0341|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.480|-346.336|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|15.110|N/A|-31.836|-370.542|N/A|N/A
ethylammonium#bromide|0342|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.698|-330.357|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|9.677|N/A|-27.362|-353.741|N/A|N/A
ethylammonium#bromide|0343|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.362|-316.066|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.224|N/A|-23.609|-337.812|N/A|N/A
ethylammonium#bromide|0344|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.456|-304.52|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.219|N/A|-20.753|-324.511|N/A|N/A
ethylammonium#bromide|0345|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.674|-292.618|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.734|N/A|-17.985|-310.543|N/A|N/A
ethylammonium#bromide|0346|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.083|-281.694|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.778|N/A|-15.608|-297.607|N/A|N/A
ethylammonium#bromide|0347|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.678|-272.692|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.216|N/A|-13.775|-286.929|N/A|N/A
ethylammonium#bromide|0348|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.325|-263.261|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.795153|N/A|-11.982|-275.773|N/A|N/A
ethylammonium#bromide|0349|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.238|-365.509|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|22.108|N/A|-45.566|-399.206|N/A|N/A
ethylammonium#bromide|0350|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.586|-360.971|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|19.841|N/A|-43.632|-394.349|N/A|N/A
ethylammonium#bromide|0351|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.977|-356.573|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|17.811|N/A|-41.800|-389.54|N/A|N/A
ethylammonium#bromide|0353|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.879|-348.165|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|14.365|N/A|-38.416|-380.096|N/A|N/A
ethylammonium#bromide|0354|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.385|-344.141|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|12.907|N/A|-36.852|-375.471|N/A|N/A
ethylammonium#bromide|0355|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.923|-340.228|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|11.599|N/A|-35.364|-370.916|N/A|N/A
ethylammonium#bromide|0356|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.492|-336.421|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|10.427|N/A|-33.949|-366.434|N/A|N/A
ethylammonium#bromide|0357|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.089|-332.714|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|9.376|N/A|-32.602|-362.029|N/A|N/A
ethylammonium#bromide|0358|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.713|-329.103|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.433|N/A|-31.319|-357.701|N/A|N/A
ethylammonium#bromide|0359|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.362|-325.582|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.587|N/A|-30.095|-353.452|N/A|N/A
ethylammonium#bromide|0360|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.032|-322.149|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.828|N/A|-28.928|-349.281|N/A|N/A
ethylammonium#bromide|0361|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.726|-318.799|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.146|N/A|-27.813|-345.192|N/A|N/A
ethylammonium#bromide|0362|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.440|-315.528|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.534|N/A|-26.748|-341.182|N/A|N/A
ethylammonium#bromide|0363|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.173|-312.333|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.984|N/A|-25.731|-337.253|N/A|N/A
ethylammonium#bromide|0386|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-29.354|-347.943|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|105.948|N/A|-44.524|-315.873|N/A|N/A
ethylammonium#bromide|0387|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-24.436|-330.274|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|79.065|N/A|-38.955|-314.601|N/A|N/A
ethylammonium#bromide|0388|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-20.378|-315.437|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|58.978|N/A|-34.207|-311.044|N/A|N/A
ethylammonium#bromide|0389|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-17.020|-302.779|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|43.993|N/A|-30.162|-305.968|N/A|N/A
ethylammonium#bromide|0390|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-14.235|-291.808|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|32.827|N/A|-26.714|-299.931|N/A|N/A
ethylammonium#bromide|0391|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-11.920|-282.156|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|24.511|N/A|-23.765|-293.329|N/A|N/A
ethylammonium#bromide|0392|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.994|-273.545|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|18.316|N/A|-21.227|-286.45|N/A|N/A
ethylammonium#bromide|0393|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.389|-265.77|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|13.700|N/A|-19.031|-279.49|N/A|N/A
ethylammonium#chloride|0000|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.011|-386.682|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|25.296|N/A|-33.790|-405.187|N/A|N/A
ethylammonium#chloride|0001|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.538|-268.527|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|13.116|N/A|-16.622|-279.57|N/A|N/A
ethylammonium#chloride|0002|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.212|-265.414|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|12.055|N/A|-15.694|-276.266|N/A|N/A
ethylammonium#chloride|0003|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-11.890|-399.659|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|32.811|N/A|-35.595|-414.332|N/A|N/A
ethylammonium#chloride|0004|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.095|-265.49|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|10.971|N/A|-17.795|-279.408|N/A|N/A
ethylammonium#chloride|0005|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.286|-372.825|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|18.501|N/A|-31.187|-393.797|N/A|N/A
ethylammonium#chloride|0006|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.501|-289.249|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|12.480|N/A|-20.086|-304.356|N/A|N/A
ethylammonium#chloride|0007|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.509|-369.989|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|17.396|N/A|-30.974|-392.075|N/A|N/A
ethylammonium#chloride|0008|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.691|-294.751|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|10.531|N/A|-18.889|-309.8|N/A|N/A
ethylammonium#chloride|0009|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.085|-342.265|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|19.263|N/A|-26.981|-360.069|N/A|N/A
ethylammonium#chloride|0011|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.080|-312.957|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|19.889|N/A|-21.379|-324.527|N/A|N/A
ethylammonium#chloride|0012|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.294|-349.459|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|11.328|N/A|-31.939|-377.364|N/A|N/A
ethylammonium#chloride|0013|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-11.761|-384.121|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|24.719|N/A|-34.039|-405.202|N/A|N/A
ethylammonium#chloride|0014|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-11.591|-370.397|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|21.118|N/A|-32.422|-393.291|N/A|N/A
ethylammonium#chloride|0015|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.337|-346.473|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|16.484|N/A|-27.498|-366.823|N/A|N/A
ethylammonium#chloride|0016|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.627|-251.887|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|13.582|N/A|-16.480|-262.412|N/A|N/A
ethylammonium#chloride|0017|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.261|-271.023|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|10.754|N/A|-17.795|-285.324|N/A|N/A
ethylammonium#chloride|0018|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.512|-356.456|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|13.136|N/A|-32.813|-384.644|N/A|N/A
ethylammonium#chloride|0019|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.099|-378.611|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|21.166|N/A|-31.703|-398.248|N/A|N/A
ethylammonium#chloride|0020|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.200|-365.613|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|15.657|N/A|-29.923|-388.079|N/A|N/A
ethylammonium#chloride|0021|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.360|-284.565|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|15.897|N/A|-20.524|-298.552|N/A|N/A
ethylammonium#chloride|0022|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.155|-276.94|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|12.874|N/A|-18.977|-291.199|N/A|N/A
ethylammonium#chloride|0023|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-11.494|-272.861|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|24.926|N/A|-18.378|-277.807|N/A|N/A
ethylammonium#chloride|0024|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.838|-318.412|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|16.380|N/A|-24.019|-335.89|N/A|N/A
ethylammonium#chloride|0025|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.933|-305.093|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|18.196|N/A|-21.462|-318.293|N/A|N/A
ethylammonium#chloride|0026|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.522|-291.429|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|10.005|N/A|-18.829|-306.774|N/A|N/A
ethylammonium#chloride|0027|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.005|-255.64|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|11.816|N/A|-18.048|-268.877|N/A|N/A
ethylammonium#chloride|0028|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.243|-352.31|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|11.211|N/A|-28.962|-376.303|N/A|N/A
ethylammonium#chloride|0029|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.085|-379.109|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|21.253|N/A|-31.155|-398.096|N/A|N/A
ethylammonium#chloride|0030|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.959|-360.249|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|14.211|N/A|-30.634|-383.631|N/A|N/A
ethylammonium#chloride|0031|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.049|-378.003|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|20.886|N/A|-31.645|-397.812|N/A|N/A
ethylammonium#chloride|0032|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.517|-261.998|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|9.535|N/A|-16.895|-275.875|N/A|N/A
ethylammonium#chloride|0033|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.141|-352.383|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|11.247|N/A|-26.782|-374.059|N/A|N/A
ethylammonium#chloride|0034|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.135|-269.409|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.607|N/A|-15.293|-282.231|N/A|N/A
ethylammonium#chloride|0035|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.061|-349.499|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|12.844|N/A|-27.248|-371.965|N/A|N/A
